Chapter_Number,Chapter_Name,Section_Number,Section_Name,Section_Note,Subsection_Number,Subsection_Name,Subsection_Note
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.12.3,Accesible route,"Holes required to comply with Section 1111.4.12.1, including the start of play, shall be on anaccessible route."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.13,Play areas,Play areas containing play components designed and constructed for children shall be located on anaccessible route.
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.14,"Swimming pools, wading pools, cold baths, hot tubs and spas","Swimming pools, wading pools, cold baths, hot tubs and spas shall beaccessible and be on an accessible route. Exceptions:
1. Catch pools or a designated section of a pool used as a terminus for a water slide flume shall not be required to provide an accessible means of entry, provided that a portion of the catch pool edge is on anaccessible route.
2. Where spas, cold baths or hot tubs are provided in a cluster, at least 5 percent, but not less than one of each type of spa, cold bath or hot tub in each cluster, shall be accessible and be on an accessible route.
3. Swimming pools, wading pools, spas, cold baths and hot tubs that are required to beaccessible by Sections 1111.2.2 and 1111.2.3 are not required to provideaccessible means of entry into the water."
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.14.1,Raised diving boards and diving platforms,Raised diving boards and diving platforms are not required to beaccessible or to be on anaccessible route
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.14.2,Water slides,Water slides are not required to beaccessible or to be on anaccessible route
Chapter 11,Accessibility,1111,Recreational Facilities,,1111.4.15,Shooting facilities with firing positions,"Where shooting facilities with firing positions are designed and constructed at a site, at least 5 percent, but not less than one, of each type of firing position shall be accessible and be on anaccessible route. Exception: Shooting facilities with firing positions on free-standing platforms that are elevated more than 12 feet (3660 mm) above grade, provided that the aggregate area of the elevated firing positions is not more than 500 square feet (46 m2), are not required to be accessible."
Chapter 11,Accessibility,1112,Signage,,1112.1,Signs,"Required accessible elements shall be identified by the International Symbol of Accessibility at the following locations.
1. Accessible parking spaces required bySection 1106.2. Exception: Where the total number of parking spaces provided is four or less, identification of accessible parking spaces is not required.
2. Accessible parking spaces required bySection 1106.3. Exception: In Group I-1, R-2, R-3 and R-4 facilities, where parking spaces are assigned to specificdwelling units or sleeping units, identification ofaccessible parking spaces is not required.
3. Accessible passenger loading zones.
4. Accessible toilet or bathing rooms where not all toilet or bathing rooms areaccessible.
5. Accessible entrances where not all entrances areaccessible.
6. Accessible check-out aisles where not all aisles areaccessible. The sign, where provided, shall be above the check-out aisle in the same location as the checkout aisle number or type of check-out identification.
7. Accessible dressing, fitting and locker rooms where not all such rooms areaccessible.
8. Accessible areas of refuge in accordance with Section 1009.9.
9. Exterior areas for assisted rescue in accordance withSection 1009.9.
10. In recreational facilities, lockers that are required to beaccessible in accordance with Section 1110.10."
Chapter 11,Accessibility,1112,Signage,,,Signs identifying toilet or bathing rooms,"Signs required in Section 403.4 of the International Plumbing Code identifying toilet rooms and bathing rooms shall be visual characters, raised characters and braille complying with ICC A117.1. Where pictograms are provided as designations for toilet rooms and bathing rooms, the pictograms shall have visual characters, raised characters and braille complying with ICC A117.1."
Chapter 11,Accessibility,1112,Signage,,,Directional signage,"Directional signage indicating the route to the nearest like accessible element shall be provided at the following locations. These directional signs shall include the International Symbol of Accessibility and sign characters shall meet the visual character requirements in accordance with ICC A117.1.
1. Inaccessible building entrances.
2. Inaccessible public toilets and bathing facilities.
3. Elevators not serving an accessible route.
4. At each separate-sex toilet and bathing room indicating the location of the nearest family/assisted use toilet or bathing room where provided in accordance with Section 1110.2.1.
5. At exits and exit stairways serving a required accessible space, but not providing anapproved accessible means of egress, signage shall be provided in accordance with Section 1009.10.
6. Where drinking fountains for persons using wheelchairs and drinking fountains for standing persons are not located adjacent to each other, directional signage shall be provided indicating the location of the other drinking fountains."
Chapter 11,Accessibility,1112,Signage,,1112.4,Other signs,"Signage indicating special accessibility provisions shall be provided as shown.
1. Each assembly area required to comply withSection 1109.2.7 shall provide a sign notifying patrons of the availability of assistive listening systems. The sign shall comply with ICC A117.1 requirements for visual characters and include the International Symbol of Access for Hearing Loss. Exception: Where ticket offices or windows are provided, signs are not required at each assembly area provided that signs are displayed at each ticket office or window informing patrons of the availability of assistive listening systems.
2. At each door to an area of refuge providing direct access to a stairway, exterior area for assisted rescue, exit stairway, exit passageway or exit discharge, signage shall be provided in accordance withSection 1013.4.
3. At areas of refuge, signage shall be provided in accordance withSection 1009.11.
4. At exterior areas for assisted rescue, signage shall be provided in accordance withSection 1009.11. 
5. At two-way communication systems, signage shall be provided in accordance withSection 1009.8.2.
6. In interior exit stairways and ramps, floor level signage shall be provided in accordance with Section 1023.9.
7. Signs identifying the type of access provided on amusement rides required to beaccessible by Section 1111.4.8 shall be provided at entries to queues and waiting lines. In addition, where accessible unload areas also serve as accessible load areas, signs indicating the location of the accessible load and unload areas shall be provided at entries to queues and waiting lines. These directional sign characters shall meet the visual character requirements in accordance with ICC A117.1."
